id,category_id,category_name,block_number,block_text,question_code,question_number,question_text,check_box,max_select,option_select,option_code,option_text,response_message,companion_advice,tone_tag,next_question_id,version
19,1,Hopes,1,Success,1_5,5,Do you like study?,FALSE,1,A,1_5_A,A. Yes,,,,,1
20,1,Hopes,1,Success,1_5,5,Do you like study?,FALSE,1,B,1_5_B,B. Not really,,,,,1
21,1,Hopes,1,Success,1_5,5,Do you like study?,FALSE,1,C,1_5_C,C. Depending on the topic,,,,,1
22,1,Hopes,1,Success,1_6,6,Did you like school?,FALSE,1,A,1_6_A,A. Mostly yes,,,,,1
23,1,Hopes,1,Success,1_6,6,Did you like school?,FALSE,1,B,1_6_B,B. Mostly no,,,,,1
24,1,Hopes,2,Future,1_7,7,What are you most worried about in your child’s future? (Pick up to 2),TRUE,2,A,1_7_A,"A. Job security and adapting to future technology, e.g. AI",,,,,1
25,1,Hopes,2,Future,1_7,7,What are you most worried about in your child’s future? (Pick up to 2),TRUE,2,B,1_7_B,B. Environment and climate,,,,,1
26,1,Hopes,2,Future,1_7,7,What are you most worried about in your child’s future? (Pick up to 2),TRUE,2,C,1_7_C,C. Safety and stability,,,,,1
27,1,Hopes,2,Future,1_7,7,What are you most worried about in your child’s future? (Pick up to 2),TRUE,2,OTHER,1_7_OTHER,Other,,,,,1
28,1,Hopes,2,Future,1_8,8,Do you think governments take care of the needs of young people?,FALSE,1,A,1_8_A,A. Mostly yes,,,,,1
29,1,Hopes,2,Future,1_8,8,Do you think governments take care of the needs of young people?,FALSE,1,B,1_8_B,B. Mostly no,,,,,1
30,1,Hopes,2,Future,1_9,9,Do today’s youth have a real voice in shaping the future?,FALSE,1,A,1_9_A,A. Mostly yes,,,,,1
31,1,Hopes,2,Future,1_9,9,Do today’s youth have a real voice in shaping the future?,FALSE,1,B,1_9_B,B. Mostly no,,,,,1
32,1,Hopes,2,Future,1_10,10,"If your child couldn’t find a stable job in the future, how would you try to help? (Pick up to 2)",TRUE,2,A,1_10_A,A. Let them live at home as long as needed,,,,,1
33,1,Hopes,2,Future,1_10,10,"If your child couldn’t find a stable job in the future, how would you try to help? (Pick up to 2)",TRUE,2,B,1_10_B,"B. Offer financial support (cash, bills, food, etc.)",,,,,1
34,1,Hopes,2,Future,1_10,10,"If your child couldn’t find a stable job in the future, how would you try to help? (Pick up to 2)",TRUE,2,C,1_10_C,C. Help them retrain or go back to school,,,,,1
35,1,Hopes,2,Future,1_10,10,"If your child couldn’t find a stable job in the future, how would you try to help? (Pick up to 2)",TRUE,2,D,1_10_D,D. They are on their own after they are 18,,,,,1
36,1,Hopes,2,Future,1_10,10,"If your child couldn’t find a stable job in the future, how would you try to help? (Pick up to 2)",TRUE,2,OTHER,1_10_OTHER,Other,,,,,1
37,1,Hopes,2,Future,1_11,11,What do you think is the most effective way for adults to support the future of young people? (Pick up to 2),TRUE,2,A,1_11_A,A. Listen more to what youth are saying,,,,,1
38,1,Hopes,2,Future,1_11,11,What do you think is the most effective way for adults to support the future of young people? (Pick up to 2),TRUE,2,B,1_11_B,B. Vote for policies that support young people,,,,,1
39,1,Hopes,2,Future,1_11,11,What do you think is the most effective way for adults to support the future of young people? (Pick up to 2),TRUE,2,C,1_11_C,"C. Support schools, mental health, or local programs",,,,,1
40,1,Hopes,2,Future,1_11,11,What do you think is the most effective way for adults to support the future of young people? (Pick up to 2),TRUE,2,D,1_11_D,D. I’m not sure what helps,,,,,1
41,1,Hopes,2,Future,1_11,11,What do you think is the most effective way for adults to support the future of young people? (Pick up to 2),TRUE,2,E,1_11_E,E. I need to care about my generation first. They need to fight for themselves. ,,,,,1
42,1,Hopes,2,Future,1_11,11,What do you think is the most effective way for adults to support the future of young people? (Pick up to 2),TRUE,2,OTHER,1_11_OTHER,Other,,,,,1
43,2,Home Life,1,Dinner Table,2_1,1,"Regular family rituals, like eating dinner together, can strengthen a sense of belonging. Especially for children, this stability contributes to a sense of psychological security.

Does your family eat dinner together?",FALSE,1,A,2_1_A,A. Often together,,,,,1
44,2,Home Life,1,Dinner Table,2_1,1,Does your family eat dinner together?,FALSE,1,B,2_1_B,B. Occasionally together,,,,,1
45,2,Home Life,1,Dinner Table,2_1,1,Does your family eat dinner together?,FALSE,1,C,2_1_C,C. Almost never together,,,,,1
46,2,Home Life,1,Dinner Table,2_2,2,What do you usually do at dinner? ,TRUE,10,A,2_2_A,A. Discussing school or work matters,"A. What matters most often finds its way to the table. For some families, school feels easy to talk about; for others, it’s simply the most familiar place to start. Either way, these conversations tell our children that what happens in their day is worth hearing. When a little humor or a small, non-business story slips in, dinner turns from a meeting into a moment of connection.",,,,1
47,2,Home Life,1,Dinner Table,2_2,2,What do you usually do at dinner? ,TRUE,10,B,2_2_B,B. Chat about non-school and non-work topics,"B.How natural it feels when talk drifts beyond schedules and grades. These lighter moments remind us that connection isn’t built only on updates, but on presence. When we share simple stories or small jokes, the table becomes a space of comfort and belonging.",,,,1
48,2,Home Life,1,Dinner Table,2_2,2,What do you usually do at dinner? ,TRUE,10,C,2_2_C,C. Looking at the phone,"C. We all reach for our phones without meaning to — part habit, part noise, part need to unwind. Setting them aside for a few minutes can bring back the stillness of being together. Sometimes that pause is what lets the next conversation, or even a shared smile, begin again.",,,,1
49,2,Home Life,1,Dinner Table,2_2,2,What do you usually do at dinner? ,TRUE,10,D,2_2_D,D. Keep quiet,D. Silence at the table can feel restful — a pause after long days. Yet even a single question or gentle comment can turn that quiet into connection. A few words of curiosity or appreciation are often enough to make the table feel warmer.,,,,1
50,2,Home Life,1,Dinner Table,2_2,2,What do you usually do at dinner? ,TRUE,10,OTHER,2_2_OTHER,Other,,,,,1
51,2,Home Life,2,Chores,2_3,3,What jobs does your child do in the house?,TRUE,10,A,2_3_A,A. Cleaning,,,responsibility,,1
52,2,Home Life,2,Chores,2_3,3,What jobs does your child do in the house?,TRUE,10,B,2_3_B,B. Cooking,,,responsibility,,1
53,2,Home Life,2,Chores,2_3,3,What jobs does your child do in the house?,TRUE,10,C,2_3_C,C. Taking care of younger siblings,,,caregiver-fatigue,,1
54,2,Home Life,2,Chores,2_3,3,What jobs does your child do in the house?,TRUE,10,OTHER,2_3_OTHER,Other,,,,,1
55,2,Home Life,3,Allowance,2_4,4,Is their allowance based on anything?,FALSE,1,A,2_4_A,A. Housework,,,transactional,,1
56,2,Home Life,3,Allowance,2_4,4,Is their allowance based on anything?,FALSE,1,B,2_4_B,B. School performance,,,achievement-pressure,,1
57,2,Home Life,3,Allowance,2_4,4,Is their allowance based on anything?,FALSE,1,C,2_4_C,C. Unconditional,,,trust-based,,1
58,2,Home Life,3,Allowance,2_4,4,Is their allowance based on anything?,FALSE,1,OTHER,2_4_OTHER,Other,,,,,1
59,2,Home Life,3,Allowance,2_5,5,What do they usually do with their allowance?,TRUE,10,A,2_5_A,A. Save it,,,future-focused,,1
60,2,Home Life,3,Allowance,2_5,5,What do they usually do with their allowance?,TRUE,10,B,2_5_B,B. Buy birthday or Christmas gifts,,,thoughtful,,1
61,2,Home Life,3,Allowance,2_5,5,What do they usually do with their allowance?,TRUE,10,C,2_5_C,C. Buy games or fun stuff,,,self-care,,1
62,2,Home Life,3,Allowance,2_5,5,What do they usually do with their allowance?,TRUE,10,OTHER,2_5_OTHER,Other,,,,,1
63,3,Communication,1,Conversation,3_1,1,"What if your most-used phrase became your legacy?

Which of these do you say most often when talking with your child? (Check all that apply)",TRUE,10,A,3_1_A,"A. ""Tell me more.""",,,,,
64,3,Communication,1,Conversation,3_1,1,Which of these do you say most often when talking with your child? ,TRUE,10,B,3_1_B,"B. ""Don’t use that tone of voice with me!""",,,,,
65,3,Communication,1,Conversation,3_1,1,Which of these do you say most often when talking with your child? ,TRUE,10,C,3_1_C,"C. ""What do you think?""",,,,,
66,3,Communication,1,Conversation,3_1,1,Which of these do you say most often when talking with your child? ,TRUE,10,D,3_1_D,"D. ""I don’t have time now; maybe later.""",,,,,
67,3,Communication,1,Conversation,3_1,1,Which of these do you say most often when talking with your child? ,TRUE,10,E,3_1_E,"E. ""I like you.""",,,,,
68,3,Communication,1,Conversation,3_1,1,Which of these do you say most often when talking with your child? ,TRUE,10,F,3_1_F,"F. ""Shut up and listen to me!""",,,,,
69,3,Communication,1,Conversation,3_1,1,Which of these do you say most often when talking with your child? ,TRUE,10,G,3_1_G,"G. ""Thank you.""",,,,,
70,3,Communication,1,Conversation,3_1,1,Which of these do you say most often when talking with your child? ,TRUE,10,H,3_2_H,"H. ""No""",,,,,
71,3,Communication,1,Conversation,3_2,2,Which of these do you say most often about your child’s actions or choices? (Check all that apply),TRUE,10,A,3_2_A,"A. ""We all make mistakes.""",,,,,
72,3,Communication,1,Conversation,3_2,2,Which of these do you say most often about your child’s actions or choices? (Check all that apply),TRUE,10,B,3_2_B,"B. ""Can’t you ever do anything right?""",,,,,
73,3,Communication,1,Conversation,3_2,2,Which of these do you say most often about your child’s actions or choices? (Check all that apply),TRUE,10,C,3_2_C,"C. ""You’re a fast learner.""",,,,,
74,3,Communication,1,Conversation,3_2,2,Which of these do you say most often about your child’s actions or choices? (Check all that apply),TRUE,10,D,3_2_D,"D. ""When are you ever going to learn?""",,,,,
75,3,Communication,1,Conversation,3_2,2,Which of these do you say most often about your child’s actions or choices? (Check all that apply),TRUE,10,E,3_2_E,"E. ""Tell me about it.""",,,,,
76,3,Communication,1,Conversation,3_2,2,Which of these do you say most often about your child’s actions or choices? (Check all that apply),TRUE,10,F,3_2_F,"F. ""Can’t you understand what I’m trying to tell you?""",,,,,
77,3,Communication,1,Conversation,3_2,2,Which of these do you say most often about your child’s actions or choices? (Check all that apply),TRUE,10,G,3_2_G,"G. ""Have you done your homework?""",,,,,
78,3,Communication,1,Conversation,3_2,2,Which of these do you say most often about your child’s actions or choices? (Check all that apply),TRUE,10,H,3_2_H,"H. ""What have you learned in school today? What interested you the most?""",,,,,
79,3,Communication,1,Conversation,3_3,3,"When setting limits or correcting behavior, which of these do you say most often? (Check all that apply)",TRUE,10,A,3_3_A,"A. ""Do it now!""",,,,,
80,3,Communication,1,Conversation,3_3,3,"When setting limits or correcting behavior, which of these do you say most often?",TRUE,10,B,3_3_B,"B. ""What do you think?""",,,,,
81,3,Communication,1,Conversation,3_3,3,"When setting limits or correcting behavior, which of these do you say most often?",TRUE,10,C,3_3_C,"C. ""Go to your room!""",,,,,
82,3,Communication,1,Conversation,3_3,3,"When setting limits or correcting behavior, which of these do you say most often?",TRUE,10,D,3_3_D,"D. ""How about we agree to…?""",,,,,
83,3,Communication,1,Conversation,3_3,3,"When setting limits or correcting behavior, which of these do you say most often?",TRUE,10,E,3_3_E,"E.   ""Stop that right now!""",,,,,
84,3,Communication,1,Conversation,3_3,3,"When setting limits or correcting behavior, which of these do you say most often?",TRUE,10,F,3_3_F,"F. ""I have total confidence in you. """,,,,,
85,3,Communication,2,Conflict,3_4,4,"Every couple fights—it’s part of being close. But how you argue teaches the child something: What respect looks like. Whether people take responsibility.
Whether things get repaired—or just buried.

How do you and your spouse/partner argue?",FALSE,1,A,3_4_A,A. We yell or fight loudly,A. It can be hard to control the volume of our emotions sometimes. ,"Heated arguments happen when emotions run high. If we find our way back — with a pause, a soft word, an apology — children see that conflict isn’t the end but a way back to each other. What stays with them isn’t the volume; it’s the return of warmth afterward.",chaotic,,1
86,3,Communication,2,Conflict,3_4,4,How do you and your spouse/partner argue?,FALSE,1,B,3_4_B,B. Cold silence for days,B. The quiet is sometimes louder than shouting.,"Silence can feel safer than fighting, yet long distance often leaves children unsure. If we can offer even a brief “I’m upset and need time,” they see that disconnection isn’t forever. What hurts most isn’t the quiet — it’s the feeling that repair never came.",emotional-freeze,,1
87,3,Communication,2,Conflict,3_4,4,How do you and your spouse/partner argue?,FALSE,1,C,3_4_C,C. We talk it out calmly,C. Disagreements don’t have to be destruction.,"Calm conflict shows respect, listening, and repair — the quiet skills that make relationships safe. If we talk things through this way, children sense that love can hold disagreement too.",emotionally-safe,,1
88,3,Communication,2,Conflict,3_4,4,How do you and your spouse/partner argue?,FALSE,1,D,3_4_D,D. I avoid conflict or give in to keep the peace,"D. We choose peace over pushing. That’s survival, not weakness.","Avoiding conflict can make things feel calm, yet it can also leave problems quietly waiting. If we share even a little honesty, spoken kindly, we help build strength and trust. The peace that lasts is the one where every voice is gently heard.",,,
89,3,Communication,2,Conflict,3_4,4,How do you and your spouse/partner argue?,FALSE,1,OTHER,3_4_OTHER,Other,,,,,1
90,3,Communication,2,Conflict,3_5,5,What do you and your spouse usually argue about?,TRUE,10,A,3_5_A,A. Money,,,financial-stress,,1
91,3,Communication,2,Conflict,3_5,5,What do you and your spouse usually argue about?,TRUE,10,B,3_5_B,B. Housework,,,domestic-friction,,1
92,3,Communication,2,Conflict,3_5,5,What do you and your spouse usually argue about?,TRUE,10,C,3_5_C,C. Loyalty or trust,,,relationship-tension,,1
93,3,Communication,2,Conflict,3_5,5,What do you and your spouse usually argue about?,TRUE,10,OTHER,3_5_OTHER,Other,,,,,1
94,3,Communication,2,Conflict,3_6,6,What does your child do when you fight?,FALSE,1,A,3_6_A,A. Go to their room and try to block it out.,A. They’re trying to protect themselves the only way they know how.,"If we notice a child retreating to their room, it doesn’t mean they’re untouched. Even in quiet, they often sense the tension around them. If we reach out gently later, asking how they’re doing, it helps them feel that safety has returned.",withdrawal,,1
95,3,Communication,2,Conflict,3_6,6,What does your child do when you fight?,FALSE,1,D,3_6_D,B. They try to distract us or joke to change the subject,B. Humor can be a child’s way of patching a crack they don’t know how to fix.,"If we see a child using humor or distraction during conflict, they may be trying to steady the air. It’s not disrespect — it’s protection. When we let the moment settle and then reassure them that the adults can handle things, they feel the world balance again.",,,
96,3,Communication,2,Conflict,3_6,6,What does your child do when you fight?,FALSE,1,C,3_6_C,C. Yell at us to shut up. ,C. That’s not defiance — it’s distress.,"If our child shouts during a fight, it’s often fear speaking louder than words. When we calm down first and then help that fear ease, they begin to learn that safety can return even after stormy moments.",self-protection,,1
97,3,Communication,2,Conflict,3_6,6,What does your child do when you fight?,FALSE,1,B,3_6_B,D. Stay calm and wait to check in afterward. ,D. That’s emotional maturity — and also a signal.,"If a child stays calm while others argue, they may be protecting us — carrying more than they should. When we remind them they don’t have to hold everything together, they feel freer to rest and be young again.",connection-seeking,,1
98,3,Communication,2,Conflict,3_6,6,What does your child do when you fight?,FALSE,1,OTHER,3_6_OTHER,Other,,,,,1
99,3,Communication,3,Support,3_7,7,"Support starts with knowing what’s heavy—on your shoulders and theirs.

What is weighing on you lately?",TRUE,10,A,3_7_A,A. Worrying about money and job security,,,financial-stress,,1
100,3,Communication,3,Support,3_7,7,What is weighing on you lately?,TRUE,10,B,3_7_B,B. Worrying about health—our own or the family’s,,,health-stress,,1
101,3,Communication,3,Support,3_7,7,What is weighing on you lately?,TRUE,10,C,3_7_C,C. Worrying about child's future,,,future-anxiety,,1
102,3,Communication,3,Support,3_7,7,What is weighing on you lately?,TRUE,10,OTHER,3_7_OTHER,Other,,,,,1
103,3,Communication,3,Support,3_8,8,What is weighing on your child lately?,TRUE,10,A,3_8_A,A. School,,,,,
104,3,Communication,3,Support,3_8,8,What is weighing on your child lately?,TRUE,10,B,3_8_B,B. Future,,,,,
105,3,Communication,3,Support,3_8,8,What is weighing on your child lately?,TRUE,10,C,3_8_C,"C. Social circle (friends, love, bully, etc.)",,,,,
106,3,Communication,3,Support,3_8,8,What is weighing on your child lately?,TRUE,10,D,3_8_D,D. Social media,,,,,
107,3,Communication,3,Support,3_8,8,What is weighing on your child lately?,TRUE,10,OTHER,3_8_OTHER,Other,,,,,
108,3,Communication,3,Support,3_9,9,What do you wish your child understood about you?,TRUE,10,A,3_9_A,A. I worry because I love so much.,A. It's hard to strike a balance between love and fear.,"Our worry often comes from love, not control. If we can show the heart behind our concern, children are more likely to feel cared for rather than managed.",quiet-effort,,1
109,3,Communication,3,Support,3_9,9,What do you wish your child understood about you?,TRUE,10,B,3_9_B,"B. I’m proud of them, even if I don’t say it often.",B. We focus so much on what worries us that we forget to say how deeply we love their children — or how proud we really are.,"Our pride sometimes stays quiet, hidden behind daily tasks or unspoken hopes. If we remember to voice it now and then, those small words can stay with our children longer than we ever realize.",protective-truth,,1
110,3,Communication,3,Support,3_9,9,What do you wish your child understood about you?,TRUE,10,C,3_9_C,C. I didn’t grow up with this kind of openness.,C. It’s hard to keep up when the world our child lives in feels so different from ours — especially when we’re also trying to unlearn what we were taught.,"Many of us were taught to hold feelings in, not to share them. If we take a breath and listen first — before we respond or advise — our children can feel that difference. A simple “Thank you for telling me” can mean more than any solution we could offer.",emotional-recognition,,1
111,3,Communication,3,Support,3_9,9,What do you wish your child understood about you?,TRUE,10,D,3_9_D,"D. I carry a lot, even when I try to look strong.",D. We often hide our own stress to protect our children.,"We often hide our stress to protect our children, but the weight shows anyway. If we let them see that we also get tired or overwhelmed, it gives them quiet permission to be human too — without guilt or shame.",independence-trust,,1
112,3,Communication,3,Support,3_9,9,What do you wish your child understood about you?,TRUE,10,OTHER,3_9_OTHER,Other,,,,,1
113,3,Communication,3,Support,3_10,10,How often does your child share concerns or worries with you?,FALSE,1,A,3_10_A,A. Often,"A. If our child opens up easily, it’s a reminder that trust grows in small, ordinary moments.",,,,
114,3,Communication,3,Support,3_10,10,How often does your child share concerns or worries with you?,FALSE,1,B,3_10_B,B. Rare,"B. If they rarely share, it may simply mean they’re still learning when it feels safe to talk — not that they don’t want to.",,,,
115,3,Communication,3,Support,3_10,10,How often does your child share concerns or worries with you?,FALSE,1,C,3_10_C,C. Never,"C.If we realize they almost never share, it can feel painful — but noticing it is the beginning of change.",,,,
116,3,Communication,3,Support,3_11,11,What do you usually do when your child shares his or her troubles with you?,FALSE,1,A,3_11_A,A. Find the cause immediately and give suggestions,"A. Our instinct to solve things quickly often comes from love — we want to protect our child from pain. If we pause to listen first, our calm presence can do more healing than any solution we offer.",,,,
117,3,Communication,3,Support,3_11,11,What do you usually do when your child shares his or her troubles with you?,FALSE,1,B,3_11_B,B. I hold back because I’m afraid of saying the wrong thing.,"B. Holding back can feel safer than saying the wrong thing. If we admit that fear, our child senses honesty, not distance. Even a few quiet words — “That sounds hard” — can mean more than perfect advice ever could.",,,,
118,3,Communication,3,Support,3_11,11,What do you usually do when your child shares his or her troubles with you?,FALSE,1,C,3_11_C,C. I try to cheer them up or distract them.,"C. Wanting to lift our child’s mood is natural — it’s how we show love. If we can also let sadness sit beside comfort for a moment, they learn that all feelings have room at our table.",,,,
119,3,Communication,3,Support,3_11,11,What do you usually do when your child shares his or her troubles with you?,FALSE,1,D,3_11_D,D. Listen first. Give advice only when asked.,"D. When we listen before giving answers, our children feel truly seen. If we trust their pace instead of rushing to fix, they often find their own clarity — and know we’ll be there if they stumble.",,,,
120,3,Communication,3,Support,3_11,11,What do you usually do when your child shares his or her troubles with you?,FALSE,1,OTHER,3_11_OTHER,Other,,,,,
121,3,Communication,3,Support,3_12,12,"When your child complains about being stressed, do you say:",TRUE,10,A,3_12_A,"A. ""I suffered ten times more than you did back then, what right do you have to complain about being tired?""","A. If we say this, it's because we were raised to believe strength meant endurance. Our parents wanted us to survive, and that instinct still lives in us. When we remember that their world and ours were different, we can meet our child where they are — not where we had to be.","We could say in stead:
“I know you’re struggling. Back then we faced __, and now you're facing __. Both are real. Let’s see how we can handle it together.”
Avoid Pain Olympics.",,,
122,3,Communication,3,Support,3_12,12,"When your child complains about being stressed, do you say:",TRUE,10,B,3_12_B,"B. ""Today's children are too fragile, we…""","B. If we hear our parents’ voices in our own, we’re not alone — it’s how love and worry used to sound. Every generation faces its own kinds of pressure. When we choose curiosity over comparison, we quietly begin to rewrite what care sounds like in our family.","We could say instead:
“Every generation faces different kinds of pressure. Mine was __. Yours is __. I didn’t like being criticized back then — I want to understand what you’re going through now.”
Don’t repeat the generational loop.",,,
123,3,Communication,3,Support,3_12,12,"When your child complains about being stressed, do you say:",TRUE,10,C,3_12_C,"C. ""Look at Lucas, why is he so good at math?""","C. If we compare our child to someone else, it’s often because we were taught that comparison motivates — that it shows care. Our parents wanted us to do well, and we carry that same hope. But when we notice our child’s own progress instead, they feel our faith, not our fear — and that’s what builds real confidence.","We could say instead:
“Let’s look at your own progress — where you’ve grown, what your strengths are. If there’s something you want to improve, we can work on it together.”
Compare to progress, not people.",,,
124,3,Communication,3,Support,3_12,12,"When your child complains about being stressed, do you say:",TRUE,10,OTHER,3_12_OTHER,other,,,,,
125,3,Communication,3,Support,3_13,13,Have you ever said any of the following?,TRUE,10,A,3_13_A,"A. ""Mom and Dad work so hard for you.""","A. If we remind our child how hard we work, it’s often because we want them to know our love and effort. We just hope they’ll value what we’ve built for them. But when we also tell them, “You don’t owe us anything — just live fully,” we lift that weight and let love feel free again.",,,,
126,3,Communication,3,Support,3_13,13,Have you ever said any of the following?,TRUE,10,B,3_13_B,"B. ""Do you know how much my annual salary is spent on cram school?""","B. If we talk about how much we spend on our child’s education, it usually comes from care — we want them to understand effort and sacrifice. When we turn that conversation toward shared choices (“Should we spend more on this or that?”), we turn pressure into partnership — and they feel trusted, not blamed.",,,,
127,3,Communication,3,Support,3_13,13,Have you ever said any of the following?,TRUE,10,C,3_13_C,"C. ""If it weren't for you, I would have divorced/moved/started a business/... long ago""","C. If we say things like “I gave up so much for you,” it often slips out from tiredness or pain, not from lack of love. When we later tell our child, “You were never the reason for my struggles — you’ve actually given my life more meaning,” it restores safety and love on both sides.",,,,
128,3,Communication,3,Support,3_13,13,Have you ever said any of the following?,TRUE,10,D,3_13_D,D. After all I’ve done for you…,"D. When we tell our children how much we’ve given, it often comes from pride and exhaustion at the same time. We want them to see our love — not feel our fatigue. But sometimes those words sound like a bill instead of a blessing.

If we instead say, “Raising you took effort, yes — but it’s also been my joy,” we turn duty back into love. Our children hear that they are a gift, not a debt.

And if we ever sense they’ve carried too much of our burden, a simple “You don’t owe me anything — I just want you to be happy” can bring the closeness back.",,,,
129,3,Communication,3,Support,3_14,14,Do you yell at your children at home?,FALSE,1,A,3_14_A,A. Often,"A. If we yell often, it’s usually because we’re carrying too much — not because we love too little. Many of us were spoken to this way growing up, so the tone comes naturally when we’re tired or scared. What matters most is what we do next: taking a breath, softening, and letting our child know love hasn’t left the room.",,,,
130,3,Communication,3,Support,3_14,14,Do you yell at your children at home?,FALSE,1,B,3_14_B,B. Rarely,"B. If it happens sometimes, that’s part of being human. What shapes a child most isn’t the outburst itself, but what follows it. When we apologize or share how stress got the better of us, we show that love repairs itself — and that’s a lesson worth remembering.",,,,
131,3,Communication,3,Support,3_14,14,Do you yell at your children at home?,FALSE,1,C,3_14_C,C. Never,"C. If we rarely raise our voice, it often means we’ve found our own ways to stay grounded. That calm becomes a quiet strength for our children — they learn that strong feelings don’t have to shout to be heard.",,,,
132,3,Communication,4,Trust,3_15,15,"What if the reason they lie… is what we’re not ready to hear?

Does your teen lie to you?",FALSE,1,A,3_15_A,A. Yes,"A. It can be unsettling to realize our teen isn’t always honest. Most of the time, it’s not rebellion — it’s protection. If we can stay steady when they finally share, they learn that truth doesn’t cost them love.",,,,1
133,3,Communication,4,Trust,3_15,15,Does your teen lie to you?,FALSE,1,B,3_15_B,B. No,"B.If honesty feels easy between us, that’s a quiet kind of closeness. It’s less about perfect agreement and more about feeling safe enough to tell the truth, even when it’s awkward. That safety will matter even more as life gets louder.",Keep building that trust with nonjudgmental listening — it keeps the door open as life gets more complicated.,,,1
134,3,Communication,4,Trust,3_15,15,Does your teen lie to you?,FALSE,1,C,3_15_C,C. Not sure,"C. If we’re not sure how much our teen tells us, it might mean they’re still figuring out how much feels safe to share. Every ordinary chat — about dinner, a song, a random day — builds the bridge for the harder things later.","Regular, low-pressure conversations about everyday things make it easier for teens to bring you the serious stuff, too.",,,
135,3,Communication,4,Trust,3_16,16,How often do you think they lie?,FALSE,1,A,3_16_A,A. Often,"A. If we feel our teen lies often, it can be worrying — especially when all we want is to help. Sometimes they hide things not out of defiance, but to avoid disappointing us. When we respond calmly and with curiosity, they learn that honesty doesn’t always lead to trouble.",,,,1
